repo,path,file,how,pos,previously_matched
furqanRupom/wareon-ui,proxy.ts,furqanRupom_wareon-ui__proxy.ts.txt,jwt.verify,746,True
Rajesh23965/graphqlApi,index.ts,Rajesh23965_graphqlApi__index.ts.txt,jwt.verify,810,True
v1noid/image-gen-server,app.ts,v1noid_image-gen-server__app.ts.txt,JWT.verify,1714,False
tmendes13/task-api,auth.ts,tmendes13_task-api__auth.ts.txt,jwt.verify,2791,True
tmendes13/task-api,auth.ts,tmendes13_task-api__auth.ts.txt,jwt.verify,2837,True
BrooklinJazz/dm-binder-deprecated,index.ts,BrooklinJazz_dm-binder-deprecated__index.ts.txt,jwt.verify,779,True
ahsanhabibleon/ecom-backend,utils.ts,ahsanhabibleon_ecom-backend__utils.ts.txt,jwt.verify,513,True
12anupa-baral/Mern3_Project2,server.ts,12anupa-baral_Mern3_Project2__server.ts.txt,jwt.verify,1735,True
12anupa-baral/Mern3_Project2,server.ts,12anupa-baral_Mern3_Project2__server.ts.txt,jwt.verify,5578,True
ImFropZ/CoffeeShopAPI,utils.ts,ImFropZ_CoffeeShopAPI__utils.ts.txt,jwt.verify,427,True
cherealnice/creditMe_api,server.ts,cherealnice_creditMe_api__server.ts.txt,jwt.verify,696,True
adir-jscode/Travel-360-Frontend,proxy.ts,adir-jscode_Travel-360-Frontend__proxy.ts.txt,jwt.verify,947,True
onixtoken/ONIX-Network-mining,server.ts,onixtoken_ONIX-Network-mining__server.ts.txt,jwt.verify,1038,True
madjid123/Dexchat-full,server.ts,madjid123_Dexchat-full__server.ts.txt,jwt.verify,1628,True
RipanRenaldi25/rf_be,index.ts,RipanRenaldi25_rf_be__index.ts.txt,jwt.verify,1484,True
cbanluta2700/agrismart-,lib/jwt.ts,cbanluta2700_agrismart-__lib_jwt.ts.txt,jwt.verify,1695,True
Sazkiasabrina/aivas-backend,proxy.ts,Sazkiasabrina_aivas-backend__proxy.ts.txt,jwt.verify,548,True
abid-arham/assignment-5,proxy.ts,abid-arham_assignment-5__proxy.ts.txt,jwt.verify,1093,True
duchuyhoang/chatAppSocket,app.ts,duchuyhoang_chatAppSocket__app.ts.txt,jwt.verify,2302,True
duchuyhoang/chatAppSocket,app.ts,duchuyhoang_chatAppSocket__app.ts.txt,jwt.verify,2739,True
naeemul-online/E-Commerce-and-Inventory-Management-System-Client,proxy.ts,naeemul-online_E-Commerce-and-Inventory-Management-System-Client__proxy.ts.txt,jwt.verify,1125,True
hery-ae/cetta-environment-data,app.mts,hery-ae_cetta-environment-data__app.mts.txt,JWT.verify,989,False
geri1997/hoxton-solo-project-backend,index.ts,geri1997_hoxton-solo-project-backend__index.ts.txt,jwt.verify,2899,True
geri1997/hoxton-solo-project-backend,index.ts,geri1997_hoxton-solo-project-backend__index.ts.txt,jwt.verify,5411,True
geri1997/hoxton-solo-project-backend,index.ts,geri1997_hoxton-solo-project-backend__index.ts.txt,jwt.verify,6528,True
geri1997/hoxton-solo-project-backend,index.ts,geri1997_hoxton-solo-project-backend__index.ts.txt,jwt.verify,7041,True
geri1997/hoxton-solo-project-backend,index.ts,geri1997_hoxton-solo-project-backend__index.ts.txt,jwt.verify,7993,True
geri1997/hoxton-solo-project-backend,index.ts,geri1997_hoxton-solo-project-backend__index.ts.txt,jwt.verify,8956,True
geri1997/hoxton-solo-project-backend,index.ts,geri1997_hoxton-solo-project-backend__index.ts.txt,jwt.verify,9968,True
geri1997/hoxton-solo-project-backend,index.ts,geri1997_hoxton-solo-project-backend__index.ts.txt,jwt.verify,11129,True
geri1997/hoxton-solo-project-backend,index.ts,geri1997_hoxton-solo-project-backend__index.ts.txt,jwt.verify,12096,True
rohitranjanyadav/Homify-Marketplace-Server,server.ts,rohitranjanyadav_Homify-Marketplace-Server__server.ts.txt,jwt.verify,1298,True
MalikWhitten67/xavierdb,entry.ts,MalikWhitten67_xavierdb__entry.ts.txt,jwt.verify,21075,True
MalikWhitten67/xavierdb,entry.ts,MalikWhitten67_xavierdb__entry.ts.txt,jwt.verify,21300,True
Ayush-207/mysubs-server,index.ts,Ayush-207_mysubs-server__index.ts.txt,jwt.verify,5263,True
matterconi/entropia,auth.ts,matterconi_entropia__auth.ts.txt,jwt.verify,1130,True
lukacera/torvely,server.ts,lukacera_torvely__server.ts.txt,jwt.verify,1996,True
salekmichal1/project-menagment-api,index.ts,salekmichal1_project-menagment-api__index.ts.txt,jwt.verify,1650,True
salekmichal1/project-menagment-api,index.ts,salekmichal1_project-menagment-api__index.ts.txt,jwt.verify,2909,True
salekmichal1/project-menagment-api,index.ts,salekmichal1_project-menagment-api__index.ts.txt,jwt.verify,8234,True
gottasellemall69/card-test,proxy.ts,gottasellemall69_card-test__proxy.ts.txt,jwt.verify,4410,True
Paarth5/Car_Service_Booking,index.ts,Paarth5_Car_Service_Booking__index.ts.txt,jwt.verify,3884,True
Paarth5/Car_Service_Booking,index.ts,Paarth5_Car_Service_Booking__index.ts.txt,jwt.verify,5422,True
Shivam-Dhaka12/chess_react_backend,socket.ts,Shivam-Dhaka12_chess_react_backend__socket.ts.txt,jwt.verify,1518,True
tusharzalte/tusharesume,jwt.js,tusharzalte_tusharesume__jwt.js.txt,jwt.verify,427,True
MujtabaCoder/RMS-restaurant-management-system-nodejs,jwt.js,MujtabaCoder_RMS-restaurant-management-system-nodejs__jwt.js.txt,jwt.verify,495,True
nankailiang/billiards-server,jwt.js,nankailiang_billiards-server__jwt.js.txt,jwt.verify,307,True
wass08/tuto-jwt-express,app.js,wass08_tuto-jwt-express__app.js.txt,jwt.verify,1223,True
wass08/tuto-jwt-express,app.js,wass08_tuto-jwt-express__app.js.txt,jwt.verify,1805,True
egodasa/aplikasiujianberbasisweb,app.js,egodasa_aplikasiujianberbasisweb__app.js.txt,jwt.verify,1636,True
Videiraft/curious-server,app.js,Videiraft_curious-server__app.js.txt,jwt.verify,442,True
zwave-js/zwave-js-ui,api/app.ts,zwave-js_zwave-js-ui__api_app.ts.txt,jwt.verify,6068,True
gupta-ritik/ExpenseTracker,lib/jwt.ts,gupta-ritik_ExpenseTracker__lib_jwt.ts.txt,jwt.verify,287,True
Rowadz/koa-ts-yt,src/app.ts,Rowadz_koa-ts-yt__src_app.ts.txt,destructured verify,1155,False
claretnnamocha/helpers,src/jwt.ts,claretnnamocha_helpers__src_jwt.ts.txt,JWT.verify,646,False
cisco-ce/workspace-integrations-nodejs,src/jwt.ts,cisco-ce_workspace-integrations-nodejs__src_jwt.ts.txt,destructured verify,1913,False
FilPassOps/FilPass,lib/jwt.ts,FilPassOps_FilPass__lib_jwt.ts.txt,jwt.verify,222,True
cumulous/backend,src/jwt.ts,cumulous_backend__src_jwt.ts.txt,destructured verify,1025,False
Pi-Control/Pi-Control,src/app.ts,Pi-Control_Pi-Control__src_app.ts.txt,jwt.verify,706,True
BryanBerger98/lodge-v2,lib/jwt.ts,BryanBerger98_lodge-v2__lib_jwt.ts.txt,jwt.verify,772,True
scryinfo/dp-contracts-old,src/jwt.ts,scryinfo_dp-contracts-old__src_jwt.ts.txt,jwt.verify,247,True
Jeeban-2006/DSA-Sync,lib/jwt.ts,Jeeban-2006_DSA-Sync__lib_jwt.ts.txt,jwt.verify,452,True
traPtitech/vite-plugin-trap-auth,src/key.ts,traPtitech_vite-plugin-trap-auth__src_key.ts.txt,jwt.verify,590,True
D-Y-Innovations/casl-sample,src/jwt.ts,D-Y-Innovations_casl-sample__src_jwt.ts.txt,jwt.verify,466,True
Rowadz/Erela,src/app.ts,Rowadz_Erela__src_app.ts.txt,destructured verify,1588,False
Woodykaixa/Woodykaixa-Website,lib/jwt.ts,Woodykaixa_Woodykaixa-Website__lib_jwt.ts.txt,jwt.verify,630,True
mavvystudio/miniserver,src/jwt.ts,mavvystudio_miniserver__src_jwt.ts.txt,jwt.verify,607,True
mirage-software/Kabooty,src/jwt.ts,mirage-software_Kabooty__src_jwt.ts.txt,jwt.verify,381,True
Amber-bisht/askSync,lib/jwt.ts,Amber-bisht_askSync__lib_jwt.ts.txt,jwt.verify,735,True
haizzdungnay/WebSiteOtakuShopVer2,lib/jwt.ts,haizzdungnay_WebSiteOtakuShopVer2__lib_jwt.ts.txt,jwt.verify,1129,True
Codaisseur/typestack-day-example,src/jwt.ts,Codaisseur_typestack-day-example__src_jwt.ts.txt,jwt.verify,381,True
Woodykaixa/WorldAxletreeWeb,lib/jwt.ts,Woodykaixa_WorldAxletreeWeb__lib_jwt.ts.txt,jwt.verify,329,True
packing-discord/packing-discord-bot,jwt.ts,packing-discord_packing-discord-bot__jwt.ts.txt,jsonwebtoken.verify,232,True
ali-eljerrari/nodemailer-app,src/app.ts,ali-eljerrari_nodemailer-app__src_app.ts.txt,jwt.verify,1387,True
